@relation 'Sax dominant'

@attribute o1atMbed numeric
@attribute o1atLbed numeric
@attribute o1atMcec numeric
@attribute o1atLcec numeric
@attribute o1atMaaa numeric
@attribute o1atMbab numeric
@attribute o1atLbab numeric
@attribute o1atMded numeric
@attribute o1atLded numeric
@attribute o1atMccc numeric
@attribute o1atLccc numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMdec numeric
@attribute o1atLdec numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMcce numeric
@attribute o1atLcce numeric
@attribute o1atMdcd numeric
@attribute o1atLdcd numeric
@attribute o1atMecc numeric
@attribute o1atLecc numeric
@attribute o1atLeee numeric
@attribute o1atMdcc numeric
@attribute o1atLdcc numeric
@attribute o1atMecb numeric
@attribute o1atLecb numeric
@attribute o1atMccd numeric
@attribute o1atLccd numeric
@attribute o1atMdee numeric
@attribute o1atLdee numeric
@attribute o1atMeed numeric
@attribute o1atLeed numeric
@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMaba numeric
@attribute o1atLaba numeric
@attribute o1atMddc numeric
@attribute o1atLddc numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMcdd numeric
@attribute o1atLcdd numeric
@attribute o1atMabd numeric
@attribute o1atLabd numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMcdc numeric
@attribute o1atLcdc numeric
@attribute o1atMcba numeric
@attribute o1atLcba numeric
@attribute o1atMbdd numeric
@attribute o1atLbdd numeric
@attribute o1atMedd numeric
@attribute o1atLedd numeric
@attribute o1atMdde numeric
@attribute o1atLdde numeric
@attribute o1atMcde numeric
@attribute o1atLcde numeric
@attribute o1atMddd numeric
@attribute o1atLddd numeric
@attribute o1atMedc numeric
@attribute o1atLedc numeric
@attribute o1atMacc numeric
@attribute o1atLacc numeric
@attribute o1atMbcd numeric
@attribute o1atLbcd numeric
@attribute o1atMbee numeric
@attribute o1atLbee numeric
@attribute o1atMede numeric
@attribute o1atLede numeric
@attribute o1atMeec numeric
@attribute o1atLeec numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMeea numeric
@attribute o1atLeea numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMdeb numeric
@attribute o1atLdeb numeric
@attribute o1atMcee numeric
@attribute o1atLcee numeric
@attribute o1atMdcb numeric
@attribute o1atLdcb numeric
@attribute o1atMaac numeric
@attribute o1atLaac numeric
@attribute o1atMacd numeric
@attribute o1atLacd numeric
@attribute o1atMeaa numeric
@attribute o1atLeaa numeric
@attribute o1atMdce numeric
@attribute o1atLdce numeric
@attribute o1atMecd numeric
@attribute o1atLecd numeric
@attribute o1atMcdb numeric
@attribute o1atLcdb numeric
@attribute o1atMbdc numeric
@attribute o1atLbdc numeric
@attribute o1atMdbc numeric
@attribute o1atLdbc numeric
@attribute o1atMbbd numeric
@attribute o1atLbbd numeric
@attribute o1atMeba numeric
@attribute o1atLeba numeric
@attribute o1atMbde numeric
@attribute o1atLbde numeric
@attribute o1atMddb numeric
@attribute o1atLddb numeric
@attribute o1atMeeb numeric
@attribute o1atLeeb numeric
@attribute o1atMece numeric
@attribute o1atLece numeric
@attribute o1atMbdb numeric
@attribute o1atLbdb numeric
@attribute o1atMdba numeric
@attribute o1atLdba numeric
@attribute o1atMebb numeric
@attribute o1atLebb numeric
@attribute o1atMbbe numeric
@attribute o1atLbbe numeric
@attribute o1atMbca numeric
@attribute o1atLbca numeric
@attribute o1atMeca numeric
@attribute o1atLeca numeric
@attribute o1atMbce numeric
@attribute o1atLbce numeric
@attribute o1atMcab numeric
@attribute o1atLcab numeric
@attribute o1atMcbd numeric
@attribute o1atLcbd numeric
@attribute o1atMdbb numeric
@attribute o1atLdbb numeric
@attribute o1atMcca numeric
@attribute o1atLcca numeric
@attribute o1atMcaa numeric
@attribute o1atLcaa numeric
@attribute o1atMadc numeric
@attribute o1atLadc numeric
@attribute o1atMacb numeric
@attribute o1atLacb numeric
@attribute o1atMcbe numeric
@attribute o1atLcbe numeric
@attribute o1atMced numeric
@attribute o1atLced numeric
@attribute o1atMdaa numeric
@attribute o1atLdaa numeric
@attribute o1atMada numeric
@attribute o1atLada numeric
@attribute o1atMdca numeric
@attribute o1atLdca numeric
@attribute o1atMabe numeric
@attribute o1atLabe numeric
@attribute o1atMaad numeric
@attribute o1atLaad numeric
@attribute o1atMbae numeric
@attribute o1atLbae numeric
@attribute o1atMadd numeric
@attribute o1atLadd numeric
@attribute o1atMedb numeric
@attribute o1atLedb numeric
@attribute o1atMaca numeric
@attribute o1atLaca numeric
@attribute o1atMadb numeric
@attribute o1atLadb numeric
@attribute o1atMdbe numeric
@attribute o1atLdbe numeric
@attribute o1atMbac numeric
@attribute o1atLbac numeric
@attribute o1atMaae numeric
@attribute o1atLaae numeric
@attribute o1atMaec numeric
@attribute o1atLaec numeric
@attribute o1atMaee numeric
@attribute o1atLaee numeric
@attribute o1atMebc numeric
@attribute o1atLebc numeric
@attribute destClass ,1}

@data
40,15,53,15,0,6,82,72,15,51,45,1,87,2,89,38,47,58,15,38,47,55,15,58,30,54,15,8,54,34,39,15,54,34,79,11,78,11,4,83,5,84,0,88,58,31,33,52,33,52,57,31,6,36,28,79,53,34,5,53,40,31,74,15,75,14,59,15,71,29,58,15,5,47,39,34,41,11,79,9,58,11,5,54,38,45,5,11,31,53,40,15,59,11,39,34,2,54,6,34,1,15,59,14,58,15,39,34,39,34,39,34,34,34,5,15,41,15,40,31,40,11,59,9,32,35,5,35,34,15,35,15,4,53,5,15,40,15,6,52,39,34,34,35,5,47,1,53,5,34,5,53,40,15,57,15,1,35,0,35,5,34,7,16,2,36,6,15,6,31,40,15,0,53,5,35,41,14,6,52,2,16,5,15,7,11,39,15,1.0
38,15,48,15,10,17,71,71,15,45,56,12,76,13,78,38,57,53,15,36,56,49,16,54,33,48,15,6,48,39,36,15,49,40,79,9,78,9,16,72,18,73,11,77,53,33,36,56,37,58,54,33,18,40,36,69,48,39,16,56,38,33,72,14,73,14,55,15,68,30,54,15,18,57,38,40,38,9,79,8,54,9,18,58,37,56,16,9,36,57,36,15,55,9,36,39,13,58,18,40,12,15,55,15,54,14,36,39,38,39,37,39,37,40,16,15,38,15,36,33,36,9,55,8,36,39,16,39,36,15,37,16,16,57,16,15,38,16,17,56,37,40,36,39,16,56,12,56,18,39,18,57,37,16,54,15,12,39,11,39,16,39,18,16,13,40,17,16,18,33,36,15,11,57,18,39,37,15,17,58,13,16,18,15,18,9,37,15,1.0
48,29,49,29,24,27,63,62,29,49,45,25,66,25,67,48,46,50,29,46,45,50,30,51,41,49,29,27,49,42,46,29,50,44,65,28,64,28,27,64,28,65,24,67,50,41,45,46,46,48,52,42,28,44,45,62,49,43,27,46,48,42,63,29,64,30,52,30,62,40,50,29,28,46,48,44,48,28,65,27,50,28,28,48,47,46,27,28,46,47,46,29,52,28,46,42,25,48,28,44,25,29,51,30,51,29,46,43,48,43,47,42,46,44,27,29,48,30,46,41,46,28,51,27,46,43,27,42,45,29,46,30,27,47,27,29,48,30,27,46,47,44,45,42,27,45,25,46,28,43,28,47,47,30,52,29,25,42,24,43,27,42,28,30,25,44,27,30,28,42,46,29,24,47,28,43,47,30,27,48,25,30,28,29,28,28,47,29,1.0
34,24,50,24,21,25,64,67,24,49,56,23,68,23,69,33,58,54,24,33,57,52,25,55,34,51,24,22,51,38,33,24,52,39,70,23,69,23,24,66,23,67,21,69,54,35,30,59,30,59,56,36,25,40,27,64,50,39,25,60,34,36,68,24,69,25,56,25,67,33,54,24,26,58,34,40,34,23,70,22,54,23,25,61,33,56,25,23,29,60,33,24,56,23,33,38,23,61,26,40,23,24,55,25,55,24,33,39,33,39,33,38,30,40,25,24,34,25,33,35,33,23,55,22,29,39,25,38,30,24,30,25,24,60,25,24,34,25,25,59,33,39,30,38,25,57,23,60,26,39,24,61,33,25,56,24,23,38,21,39,25,38,25,25,23,40,25,25,26,36,33,24,21,61,24,39,33,25,25,59,23,25,26,24,26,23,33,24,1.0
43,16,51,16,14,19,69,74,16,51,46,16,74,16,75,43,49,53,16,41,48,53,17,54,37,52,16,12,52,37,41,16,53,41,78,13,77,13,19,71,19,72,14,75,53,37,39,51,39,52,55,39,19,41,37,68,51,39,19,51,43,39,74,16,75,17,55,17,72,37,53,16,20,49,43,41,43,13,78,13,53,13,19,52,41,47,19,13,38,51,42,16,55,13,41,38,16,52,20,41,16,16,54,17,54,16,41,40,43,39,42,38,39,41,19,16,43,17,42,38,42,13,54,13,38,40,19,39,39,16,39,17,19,51,19,16,43,17,19,51,41,41,39,39,19,48,16,51,20,39,20,52,41,17,55,16,16,39,14,40,19,38,19,17,16,41,19,17,20,39,42,16,14,52,20,40,42,17,19,52,16,17,20,16,20,13,42,16,1.0
34,8,42,8,15,20,66,80,8,41,55,18,72,17,73,33,57,47,8,30,57,45,9,48,40,44,8,0,44,42,31,8,45,46,86,1,85,1,21,69,19,70,15,73,47,41,29,60,30,59,48,43,21,47,27,66,42,45,21,60,34,43,78,8,79,8,49,9,74,40,47,8,21,58,34,46,34,1,86,3,47,1,21,61,32,56,21,1,28,60,32,8,49,1,31,44,18,62,22,47,18,8,48,8,48,8,30,46,33,45,33,43,30,46,21,8,34,9,32,42,32,1,48,3,28,46,21,45,29,8,30,9,21,60,21,8,34,9,20,60,32,46,29,45,21,57,18,60,21,45,19,61,32,9,48,8,18,45,15,46,21,44,21,9,18,47,21,9,22,43,32,8,15,61,19,46,33,8,21,59,18,9,21,8,22,1,33,8,1.0
33,7,49,7,9,17,71,80,6,46,59,12,76,12,77,31,60,57,6,32,60,53,8,59,23,52,7,0,52,33,32,7,52,33,87,1,86,2,17,71,17,72,12,77,57,26,31,61,30,61,58,26,17,35,30,69,49,33,17,61,33,27,81,5,82,5,60,7,77,22,59,7,18,61,32,34,33,2,87,1,59,2,17,62,31,59,17,2,30,61,32,6,61,2,32,33,12,62,18,34,12,7,60,5,59,5,32,33,31,34,31,33,31,35,17,7,33,7,32,26,32,2,60,1,30,34,17,33,31,7,31,8,17,61,17,7,32,8,17,61,32,33,31,33,17,60,12,61,18,34,17,62,32,8,58,7,12,33,12,34,17,33,17,8,12,35,17,8,18,27,32,7,12,62,17,34,32,5,17,61,12,8,18,7,18,2,31,7,1.0
52,30,57,30,10,16,71,59,30,57,36,12,77,12,77,51,37,58,30,54,37,59,29,59,32,58,30,26,58,34,54,30,58,32,64,28,63,28,17,72,16,72,11,77,58,33,51,40,49,39,58,32,16,34,48,68,57,33,17,40,52,33,61,29,62,29,60,29,59,32,59,30,17,37,52,33,54,28,64,26,59,28,16,39,52,36,17,28,50,39,54,30,60,28,54,34,12,40,17,33,12,30,60,29,59,29,54,33,51,34,52,34,50,34,17,30,54,30,54,33,54,28,60,26,50,34,17,34,51,30,51,30,17,39,17,30,53,30,16,40,53,32,51,34,17,37,12,40,17,34,17,40,54,29,58,30,12,34,11,34,17,34,16,30,12,35,17,31,17,33,54,30,11,40,17,34,54,29,16,40,12,31,17,30,17,28,52,30,1.0
33,25,49,25,20,21,72,65,25,48,59,20,72,21,74,33,61,51,25,31,60,50,26,51,40,49,25,21,49,42,31,25,49,43,69,22,68,22,20,72,22,73,20,73,51,40,30,61,31,63,51,40,22,43,29,72,49,42,20,61,33,40,65,25,66,25,52,25,63,39,51,25,22,61,33,43,33,22,69,22,51,22,22,63,32,59,20,22,29,62,31,25,52,22,31,42,21,63,22,43,20,25,52,25,51,25,31,42,33,42,32,42,31,43,20,25,33,25,31,40,31,22,52,22,29,42,20,42,30,25,31,26,20,62,20,25,33,26,21,61,32,43,30,42,20,60,20,61,22,42,22,62,32,26,51,25,20,42,20,42,20,42,22,26,21,43,21,26,22,40,31,25,20,62,22,42,32,25,21,63,21,26,22,25,22,22,32,25,1.0
30,1,65,1,0,1,91,91,1,64,51,0,92,0,93,28,56,72,1,29,56,68,2,72,14,68,1,0,68,21,29,1,68,20,93,0,92,0,0,91,1,92,0,93,72,17,21,63,21,64,73,17,1,22,14,90,65,21,1,64,30,17,91,1,92,2,73,2,90,14,72,1,1,57,29,21,30,0,93,0,72,0,1,65,29,52,1,0,17,64,29,1,73,0,29,21,0,65,1,22,0,1,72,2,72,1,29,21,28,21,29,21,21,21,1,1,30,2,29,17,29,0,72,0,17,21,1,21,21,1,21,2,0,64,1,1,29,2,1,63,29,20,21,21,1,56,0,64,1,22,1,65,29,2,73,1,0,21,0,22,1,21,1,2,0,22,1,2,2,18,29,1,0,65,1,22,29,2,1,64,0,2,1,1,2,0,29,1,1.0
45,25,55,25,15,20,68,62,25,55,43,17,73,17,74,44,47,57,25,43,46,57,26,57,34,56,25,17,56,36,43,25,56,36,69,21,68,21,20,70,21,71,15,74,57,35,40,49,41,51,57,35,21,37,39,67,55,36,20,49,45,35,64,25,65,25,58,25,62,34,57,25,21,47,45,37,45,21,69,19,57,21,21,51,44,45,20,21,39,50,43,25,58,21,43,36,17,51,21,37,17,25,58,25,57,25,43,36,44,36,44,36,41,37,20,25,45,25,43,35,43,21,58,19,39,36,20,36,40,25,41,26,20,50,20,25,45,26,20,49,44,36,40,36,20,46,17,49,21,36,21,50,44,26,57,25,17,36,15,36,20,36,21,26,17,37,20,26,21,35,43,25,15,50,21,36,44,25,20,51,17,26,21,25,21,21,44,25,1.0
39,25,60,26,25,26,67,65,25,60,47,25,67,26,69,39,52,60,26,36,51,62,27,62,28,61,25,24,60,29,37,26,62,32,68,25,67,24,25,67,27,68,25,68,60,29,33,55,34,57,64,30,27,32,32,67,60,31,25,55,39,30,66,24,67,27,64,27,65,28,61,25,27,52,39,32,39,25,68,24,62,25,27,57,38,50,25,25,32,56,36,26,64,25,36,30,26,57,27,32,25,26,62,27,63,24,36,31,39,31,38,29,34,32,25,26,39,27,36,29,37,25,63,24,32,31,25,30,33,26,34,27,25,56,25,26,39,27,26,55,38,32,33,30,25,51,25,55,27,31,27,56,38,27,64,25,25,30,25,31,25,30,27,27,26,32,26,27,27,30,37,25,25,56,27,31,38,27,26,57,26,27,27,26,27,25,38,25,1.0
32,4,38,4,11,16,75,85,4,33,55,13,77,14,79,29,59,48,4,29,58,40,5,49,34,39,4,0,39,43,30,4,40,42,90,1,89,1,15,75,17,76,13,78,48,35,26,62,27,64,49,35,17,46,26,75,38,43,15,62,32,36,86,4,87,4,50,5,83,31,48,4,17,59,30,44,32,1,90,0,48,1,17,64,29,59,15,1,27,63,30,4,50,1,30,44,14,64,17,44,13,4,49,4,49,4,29,43,30,45,29,43,27,46,15,4,32,5,30,35,30,1,49,0,27,45,15,44,26,4,27,5,15,63,15,4,30,5,16,62,31,44,26,44,15,58,13,62,17,45,17,63,31,5,49,4,13,44,13,45,15,44,17,5,14,46,16,5,17,36,30,4,13,63,17,45,31,4,16,64,14,5,17,4,17,1,29,4,1.0
41,25,48,25,16,22,68,65,25,47,53,18,71,19,73,41,54,48,25,39,53,48,26,49,44,47,25,21,47,44,39,25,48,46,69,23,68,23,21,68,23,69,18,72,48,43,39,53,40,55,50,44,23,46,39,67,48,45,21,53,41,44,66,25,67,26,50,26,65,43,48,25,23,54,41,46,41,23,69,22,48,23,23,55,40,53,21,23,39,54,39,25,50,23,39,44,19,55,23,46,18,25,49,26,49,25,39,45,41,45,40,44,40,46,21,25,41,26,39,43,39,23,49,22,39,45,21,44,39,25,40,26,21,54,21,25,41,26,22,53,40,46,39,44,21,53,18,53,23,45,23,54,40,26,50,25,18,44,18,45,21,44,23,26,19,46,22,26,23,44,39,25,18,54,23,45,40,26,22,55,19,26,23,25,23,23,40,25,1.0
43,24,46,24,21,30,58,66,24,46,51,25,63,25,64,43,52,46,24,41,51,47,25,47,46,46,24,21,46,46,41,24,47,48,70,22,69,22,30,58,31,59,25,64,46,46,41,51,42,53,48,47,31,48,41,57,46,47,30,51,43,47,67,24,68,25,48,25,65,46,46,24,31,52,43,48,43,22,70,21,46,22,31,53,42,51,30,22,41,52,41,24,48,22,41,46,25,53,31,48,25,24,47,25,47,24,41,47,43,47,42,46,42,48,30,24,43,25,41,46,41,22,47,21,41,47,30,46,41,24,42,25,30,52,30,24,43,25,30,51,42,48,41,46,30,51,25,51,31,47,31,52,42,25,48,24,25,46,25,47,30,46,31,25,25,48,30,25,31,47,41,24,25,52,31,47,42,25,30,53,25,25,31,24,31,22,42,24,1.0
41,24,48,24,14,19,70,63,24,47,50,16,74,17,76,40,51,52,24,40,51,51,24,53,35,50,24,18,50,40,40,24,50,39,70,21,69,21,18,72,20,73,14,75,52,37,38,53,39,54,53,37,20,41,37,70,48,40,18,53,41,37,66,23,67,24,54,24,63,35,53,24,20,51,41,40,41,21,70,18,53,21,20,54,40,51,18,21,38,53,40,24,54,21,40,40,17,54,20,40,16,24,54,24,53,23,40,40,40,40,40,40,39,41,18,24,41,24,40,37,40,21,54,18,38,40,18,40,38,24,39,25,18,53,18,24,41,24,19,53,40,40,38,40,18,51,16,53,20,40,20,53,41,25,53,24,16,40,14,40,18,40,20,25,17,41,19,25,20,37,40,24,14,53,20,40,41,24,19,54,17,25,20,24,20,21,40,24,1.0
34,20,48,20,20,24,66,69,20,47,56,21,68,22,70,33,59,53,20,32,57,51,21,53,35,50,20,16,50,40,32,20,50,40,74,18,73,18,23,65,26,66,22,69,53,37,30,58,31,62,53,37,26,41,29,64,48,40,23,59,34,37,71,20,72,20,54,20,69,35,53,20,26,59,34,41,34,18,74,16,53,18,26,62,33,57,24,18,29,60,32,20,54,18,32,40,22,62,26,41,21,20,54,20,53,20,32,40,33,40,33,40,31,41,23,20,34,20,32,37,32,18,54,16,29,40,23,40,30,20,31,21,23,61,24,20,34,21,25,59,33,40,30,40,24,58,21,60,26,40,26,60,33,21,53,20,21,40,22,40,24,40,26,21,22,41,24,21,26,37,32,20,22,61,26,40,33,20,24,62,22,21,26,20,26,18,33,20,1.0
34,5,40,5,6,10,76,84,4,39,42,7,81,9,82,29,50,52,4,25,49,47,5,54,23,46,4,0,46,28,30,5,45,33,89,0,88,0,8,78,10,79,6,82,52,25,21,57,23,58,51,28,12,39,17,76,40,33,10,57,34,29,83,2,84,2,55,4,79,21,55,4,13,50,33,38,35,0,89,1,55,0,12,60,29,45,12,0,20,58,33,4,56,0,30,34,9,60,13,38,9,5,56,2,54,2,25,37,29,34,33,29,24,39,10,5,35,4,33,29,34,0,56,1,20,38,10,38,24,5,24,6,10,59,12,5,34,6,12,57,30,33,24,38,12,49,9,59,13,34,11,58,30,5,52,5,9,38,7,38,12,34,12,6,9,39,10,6,13,29,34,5,7,60,11,38,34,2,10,58,9,6,13,5,13,0,33,4,0.0
40,22,44,22,21,29,58,68,22,44,54,24,64,25,66,40,55,48,22,38,54,47,23,49,40,46,22,18,46,44,38,22,47,46,72,20,71,20,28,60,29,61,22,65,48,42,38,54,39,55,50,43,30,46,38,57,44,45,28,54,40,43,69,22,70,23,50,23,68,40,48,22,30,55,40,46,40,20,72,19,48,20,30,56,39,54,28,20,38,55,38,22,50,20,38,44,25,56,30,46,24,22,49,23,49,22,38,45,40,45,39,44,39,46,28,22,40,23,38,42,38,20,49,19,38,45,28,44,38,22,39,23,28,55,28,22,40,23,29,54,39,46,38,44,28,54,24,54,30,45,29,55,39,23,50,22,24,44,22,45,28,44,30,23,25,46,29,23,30,43,38,22,22,55,29,45,39,23,29,55,25,23,30,22,30,20,39,22,0.0
41,20,62,21,15,17,74,70,20,60,44,16,76,16,77,40,48,65,21,39,48,63,22,65,22,63,21,19,62,26,40,21,63,27,73,20,72,19,17,75,17,76,15,77,65,23,35,53,35,53,67,23,17,27,32,74,62,26,17,53,41,23,71,19,72,21,67,21,70,21,66,20,17,49,40,27,41,20,73,19,67,20,17,54,40,46,17,20,33,53,40,21,67,20,40,27,16,54,17,27,16,21,66,22,66,19,39,26,41,26,40,26,35,27,17,21,41,21,40,23,40,20,67,19,33,26,17,27,35,21,35,22,17,53,17,21,40,22,17,53,40,27,35,27,17,48,16,53,18,27,17,54,40,22,67,20,16,27,15,27,17,27,17,22,16,27,17,22,18,23,40,20,15,54,17,27,40,22,17,53,16,22,18,21,18,20,40,21,0.0
44,16,48,16,4,13,73,69,16,48,43,6,80,6,81,41,46,53,16,42,46,52,17,54,33,51,16,5,51,38,43,16,51,37,78,10,77,10,12,73,13,74,6,81,53,36,39,49,38,50,54,35,13,40,35,68,48,38,13,50,44,36,71,15,72,16,55,16,68,33,54,16,14,47,43,39,44,10,78,8,54,10,13,51,42,43,13,10,36,50,43,16,55,10,43,39,6,51,14,39,6,16,55,16,54,15,42,38,41,39,42,38,39,40,13,16,44,16,43,36,43,10,55,8,36,39,13,39,39,16,39,17,12,50,13,16,43,17,13,49,43,37,39,39,13,46,6,50,14,39,13,51,43,17,54,16,6,39,6,39,13,39,13,17,6,40,13,17,14,36,43,16,6,51,13,39,43,16,13,50,6,17,14,16,14,10,42,16,0.0
42,10,53,10,5,11,77,77,10,51,41,8,82,8,83,40,44,57,10,39,44,54,10,57,30,54,10,2,54,33,40,10,54,34,84,5,83,5,11,79,11,80,6,83,57,32,34,52,34,52,58,32,11,36,29,77,53,34,11,52,42,32,78,9,79,10,58,10,75,30,58,10,11,44,41,35,42,5,84,4,58,5,11,52,40,44,11,5,33,51,42,10,58,5,40,34,8,52,11,35,8,10,58,10,57,9,41,35,41,34,41,35,34,36,11,10,42,10,42,32,42,5,58,4,34,35,11,36,34,10,34,11,11,51,11,10,41,10,11,52,40,35,34,36,11,44,8,52,12,34,11,52,40,11,58,10,8,36,6,36,11,34,11,11,8,36,11,11,12,32,42,10,6,52,12,36,42,11,11,52,8,11,12,10,12,5,41,10,1.0
40,31,49,31,32,33,60,60,31,49,54,32,60,33,62,40,55,51,31,38,54,51,32,51,40,50,31,29,50,42,38,31,50,43,63,30,62,30,32,60,34,61,32,61,51,41,38,54,39,56,51,41,34,43,38,60,49,42,32,54,40,41,61,31,62,31,52,31,60,40,51,31,34,55,40,43,40,30,63,29,51,30,34,56,39,54,32,30,38,55,38,31,52,30,38,42,33,56,34,43,32,31,52,31,51,31,38,42,40,42,39,42,39,43,32,31,40,31,38,41,38,30,52,29,38,42,32,42,38,31,39,32,32,55,32,31,40,32,33,54,39,43,38,42,32,54,32,54,34,42,34,55,39,32,51,31,32,42,32,42,32,42,34,32,33,43,33,32,34,41,38,31,32,55,34,42,39,31,33,56,33,32,34,31,34,30,39,31,1.0
40,25,50,25,9,12,76,62,25,49,44,11,79,10,81,38,47,53,25,39,48,53,25,55,33,52,25,17,52,37,40,25,52,36,69,20,68,20,13,77,11,78,10,80,53,35,35,53,35,51,55,35,13,39,30,76,50,38,13,53,40,35,63,23,64,25,56,25,60,33,55,25,14,48,40,37,41,20,69,19,55,20,13,52,40,44,13,20,31,51,40,25,56,20,40,38,12,54,15,38,11,25,56,25,55,23,39,38,38,38,40,37,35,38,13,25,41,25,40,35,40,20,56,19,31,38,13,38,35,25,36,26,13,51,13,25,41,25,12,53,40,36,35,38,13,48,11,53,14,38,12,53,41,25,55,25,11,38,10,38,13,38,13,26,12,39,14,26,15,35,40,25,10,53,12,38,41,25,14,51,12,26,14,25,15,20,40,25,0.0
48,25,48,25,15,24,64,65,25,48,46,18,69,18,70,48,47,48,25,46,46,49,26,49,44,48,25,22,48,44,46,25,49,46,69,23,68,23,24,63,25,64,19,70,48,44,46,46,47,48,50,45,25,46,46,61,48,45,24,46,48,45,66,25,67,26,50,26,64,44,48,25,25,47,48,46,48,23,69,22,48,23,25,48,47,46,24,23,46,47,46,25,50,23,46,44,18,48,25,46,18,25,49,26,49,25,46,45,48,45,47,44,47,46,24,25,48,26,46,44,46,23,49,22,46,45,24,44,46,25,47,26,24,47,24,25,48,26,24,46,47,46,46,44,24,46,18,46,25,45,25,47,47,26,50,25,18,44,19,45,24,44,25,26,18,46,24,26,25,45,46,25,19,47,25,45,47,26,24,48,18,26,25,25,25,23,47,25,0.0
43,24,48,24,23,30,59,67,24,46,51,26,63,27,65,42,52,54,24,41,51,51,25,54,33,50,24,22,50,39,41,24,50,39,70,23,69,23,29,60,31,61,25,64,54,35,41,51,42,53,54,35,31,40,41,59,48,39,29,51,43,35,68,24,69,24,55,24,67,33,54,24,31,52,43,40,43,23,70,22,54,23,31,53,42,51,29,23,41,52,41,24,55,23,41,39,27,53,31,40,26,24,55,24,54,24,41,39,42,39,42,39,42,40,29,24,43,24,41,35,41,23,55,22,41,39,29,39,41,24,42,25,29,52,29,24,43,25,30,51,42,39,41,39,29,51,26,51,31,39,31,52,42,25,54,24,26,39,25,39,29,39,31,25,27,40,30,25,31,35,41,24,25,52,31,39,42,24,30,53,27,25,31,24,31,23,42,24,0.0
39,19,52,19,16,22,66,68,19,52,55,18,71,19,73,39,56,54,19,37,55,54,20,55,35,53,19,13,53,38,37,19,53,39,75,16,74,16,21,68,23,69,16,72,54,36,37,55,38,57,55,36,23,39,37,65,52,38,21,55,39,36,71,18,72,19,56,19,68,34,55,19,23,56,39,39,39,16,75,13,55,16,23,57,38,55,21,16,37,56,37,19,56,16,37,38,19,57,23,39,18,19,56,19,55,18,37,38,39,38,38,38,38,39,21,19,39,19,37,36,37,16,56,13,37,38,21,38,37,19,38,20,21,56,21,19,39,20,22,55,38,39,37,38,21,55,18,55,23,38,23,56,38,20,55,19,18,38,16,38,21,38,23,20,19,39,22,20,23,36,37,19,16,56,23,38,38,19,22,57,19,20,23,19,23,16,38,19,1.0
40,16,46,16,17,23,63,73,16,46,52,20,69,20,70,40,53,50,16,38,53,47,17,50,39,46,16,12,46,43,38,16,47,44,78,14,77,14,24,65,24,66,18,70,50,39,37,54,38,54,51,39,24,44,36,62,46,43,24,54,40,39,75,16,76,16,51,16,73,35,50,16,25,54,40,44,40,14,78,12,50,14,24,55,39,52,24,14,36,54,38,16,51,14,38,43,20,56,25,44,20,16,51,17,50,16,38,43,40,43,39,43,38,44,24,16,40,16,38,39,38,14,51,12,36,43,24,43,37,16,38,17,24,54,24,16,40,17,23,54,39,44,37,43,24,53,20,54,25,43,24,55,39,17,51,16,20,43,18,43,24,43,24,17,20,44,24,17,25,39,38,16,18,55,24,43,39,17,24,55,20,17,25,16,25,14,39,16,0.0
41,11,54,11,4,12,75,77,11,54,47,7,81,8,83,41,50,55,11,39,49,55,12,56,36,54,10,4,54,37,39,10,55,39,84,8,82,7,11,77,12,78,5,82,55,36,35,53,36,54,57,37,13,39,31,74,54,38,11,53,41,37,79,10,80,12,57,12,77,35,55,10,13,50,41,39,41,8,83,5,55,7,13,55,40,47,11,7,33,54,39,11,57,8,39,37,8,55,13,39,7,10,56,12,56,10,39,38,41,38,40,37,36,39,11,10,41,12,39,36,39,7,56,5,33,38,11,37,35,10,36,12,11,54,11,10,41,12,12,53,40,39,35,37,11,49,7,53,13,38,12,54,40,12,57,11,7,37,5,38,11,37,13,12,8,39,12,12,13,37,39,10,5,54,12,38,40,12,12,54,8,12,13,11,13,8,40,10,0.0
