@relation 'Sax dominant'

@attribute o1atMff numeric
@attribute o1atLff numeric
@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMhh numeric
@attribute o1atLhh numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMfg numeric
@attribute o1atLfg numeric
@attribute o1atMhi numeric
@attribute o1atLhi numeric
@attribute o1atMfh numeric
@attribute o1atLfh numeric
@attribute o1atMdh numeric
@attribute o1atLdh numeric
@attribute o1atMfk numeric
@attribute o1atLfk numeric
@attribute o1atMkg numeric
@attribute o1atLkg numeric
@attribute o1atMgc numeric
@attribute o1atLgc numeric
@attribute o1atMif numeric
@attribute o1atLif numeric
@attribute o1atMgf numeric
@attribute o1atLgf numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMee numeric
@attribute o1atLee numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMgg numeric
@attribute o1atLgg numeric
@attribute o1atMii numeric
@attribute o1atLii numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMef numeric
@attribute o1atLef numeric
@attribute o1atMij numeric
@attribute o1atLij numeric
@attribute o1atMgh numeric
@attribute o1atLgh numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMgi numeric
@attribute o1atLgi numeric
@attribute o1atMad numeric
@attribute o1atLad numeric
@attribute o1atMgk numeric
@attribute o1atLgk numeric
@attribute o1atMcj numeric
@attribute o1atLcj numeric
@attribute o1atMhe numeric
@attribute o1atLhe numeric
@attribute o1atMjh numeric
@attribute o1atLjh numeric
@attribute o1atMhf numeric
@attribute o1atLhf numeric
@attribute o1atMfd numeric
@attribute o1atLfd numeric
@attribute o1atMhg numeric
@attribute o1atLhg numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMji numeric
@attribute o1atLji numeric
@attribute o1atMfe numeric
@attribute o1atLfe numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMjj numeric
@attribute o1atLjj numeric
@attribute o1atMdf numeric
@attribute o1atLdf numeric
@attribute o1atMbf numeric
@attribute o1atLbf numeric
@attribute o1atMih numeric
@attribute o1atLih numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMeg numeric
@attribute o1atLeg numeric
@attribute o1atMfc numeric
@attribute o1atLfc numeric
@attribute o1atMjk numeric
@attribute o1atLjk numeric
@attribute o1atMkj numeric
@attribute o1atLkj numeric
@attribute o1atMaa numeric
@attribute o1atLkk numeric
@attribute o1atMik numeric
@attribute o1atLik numeric
@attribute o1atMek numeric
@attribute o1atLek numeric
@attribute o1atMdb numeric
@attribute o1atLdb numeric
@attribute o1atMeb numeric
@attribute o1atLeb numeric
@attribute o1atMec numeric
@attribute o1atLec numeric
@attribute o1atMki numeric
@attribute o1atLki numeric
@attribute o1atMjg numeric
@attribute o1atLjg numeric
@attribute o1atMhj numeric
@attribute o1atLhj numeric
@attribute o1atMia numeric
@attribute o1atLia numeric
@attribute o1atMid numeric
@attribute o1atLid numeric
@attribute o1atMeh numeric
@attribute o1atLeh numeric
@attribute o1atMei numeric
@attribute o1atLei numeric
@attribute o1atMaf numeric
@attribute o1atLaf numeric
@attribute o1atMje numeric
@attribute o1atLje numeric
@attribute o1atMjf numeric
@attribute o1atLjf numeric
@attribute o1atMfj numeric
@attribute o1atLfj numeric
@attribute o1atMge numeric
@attribute o1atLge numeric
@attribute o1atMcf numeric
@attribute o1atLcf numeric
@attribute o1atMch numeric
@attribute o1atLch numeric
@attribute o1atMhk numeric
@attribute o1atLhk numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute o1atMdg numeric
@attribute o1atLdg numeric
@attribute o1atMfi numeric
@attribute o1atLfi numeric
@attribute o1atMgd numeric
@attribute o1atLgd numeric
@attribute o1atMgj numeric
@attribute o1atLgj numeric
@attribute o1atMbe numeric
@attribute o1atLbe numeric
@attribute o1atMig numeric
@attribute o1atLig numeric
@attribute o1atMcg numeric
@attribute o1atLcg numeric
@attribute o1atMae numeric
@attribute o1atLae numeric
@attribute o1atMie numeric
@attribute o1atLie numeric
@attribute o1atMej numeric
@attribute o1atLej numeric
@attribute o1atMjd numeric
@attribute o1atLjd numeric
@attribute o1atMdk numeric
@attribute o1atLdk numeric
@attribute o1atMke numeric
@attribute o1atLke numeric
@attribute o1atMci numeric
@attribute o1atLci numeric
@attribute o1atMbh numeric
@attribute o1atLbh numeric
@attribute o1atMag numeric
@attribute o1atLag numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute o1atMib numeric
@attribute o1atLib numeric
@attribute o1atMai numeric
@attribute o1atLai numeric
@attribute o1atMgb numeric
@attribute o1atLgb numeric
@attribute o1atMkh numeric
@attribute o1atLkh numeric
@attribute o1atMck numeric
@attribute o1atLck numeric
@attribute o1atMah numeric
@attribute o1atLah numeric
@attribute o1atMfb numeric
@attribute o1atLfb numeric
@attribute o1atMbg numeric
@attribute o1atLbg numeric
@attribute o1atMbk numeric
@attribute o1atLbk numeric
@attribute o1atMhc numeric
@attribute o1atLhc numeric
@attribute o1atMhd numeric
@attribute o1atLhd numeric
@attribute o1atMdj numeric
@attribute o1atLdj numeric
@attribute o1atMda numeric
@attribute o1atLda numeric
@attribute o1atMea numeric
@attribute o1atLea numeric
@attribute o1atMbj numeric
@attribute o1atLbj numeric
@attribute o1atMkf numeric
@attribute o1atLkf numeric
@attribute destClass {0.0,1.0}

@data
37,59,33,62,28,83,60,37,34,62,30,66,39,57,63,31,39,41,34,41,39,2,54,1,32,56,38,31,38,56,33,61,29,65,35,61,32,64,51,55,68,28,33,63,36,60,72,23,54,41,33,62,55,32,8,63,55,2,33,24,35,40,63,23,38,40,33,59,52,40,32,62,71,22,35,59,7,87,92,20,34,60,30,60,62,29,8,88,36,57,32,59,94,2,93,1,3,0,72,2,36,2,29,62,29,61,32,61,71,1,54,23,64,24,7,31,33,31,36,41,36,32,8,60,35,23,38,23,39,24,35,56,33,60,33,41,64,2,8,66,30,63,34,57,39,32,33,56,55,24,30,62,54,31,33,57,8,62,35,31,36,24,33,23,34,2,35,1,33,32,30,41,8,57,7,65,29,31,8,32,29,56,63,1,33,2,8,41,29,59,30,57,30,2,32,40,33,40,34,24,7,62,7,61,30,24,38,1,1.0
37,57,28,67,21,81,64,36,30,66,23,73,41,55,66,29,41,39,30,39,41,1,56,0,27,54,40,28,40,53,29,65,22,72,35,64,27,71,54,51,68,26,28,68,37,59,73,22,57,39,28,66,57,29,12,68,57,1,28,23,36,38,66,22,40,38,29,58,56,38,27,67,72,21,35,58,11,83,94,18,30,59,23,59,65,28,12,84,37,55,27,58,95,1,94,0,9,0,73,1,37,1,22,67,22,65,27,65,72,0,56,22,67,23,11,28,29,28,37,39,37,29,12,59,36,22,40,22,41,23,36,54,28,59,28,39,67,1,12,73,23,68,30,55,41,29,29,54,57,23,23,66,56,28,28,55,12,66,36,28,37,23,29,22,30,1,36,0,28,29,23,39,12,55,11,72,22,28,12,29,22,54,66,0,28,1,12,39,22,58,23,55,23,1,27,38,29,38,30,23,11,67,11,65,23,23,40,0,0.0
44,51,42,53,20,93,69,32,43,53,28,68,45,51,70,24,45,37,43,37,45,13,58,13,41,50,44,24,44,50,42,52,27,67,43,52,41,60,54,50,71,23,42,54,44,52,73,22,58,37,42,53,58,25,2,54,59,13,42,23,43,36,70,22,44,36,42,51,58,36,41,53,72,21,43,51,1,93,80,21,43,52,28,52,69,24,2,94,44,51,41,51,82,13,82,13,1,11,73,13,44,13,27,53,27,52,41,52,72,13,58,22,71,22,1,24,42,24,44,37,44,25,2,52,43,22,44,22,45,23,43,50,42,52,42,37,71,13,2,68,28,54,43,51,45,25,42,50,59,23,28,53,58,24,42,51,2,53,43,24,44,23,42,22,43,13,43,13,42,25,28,37,2,51,1,67,27,24,2,25,27,50,70,13,42,13,2,37,27,51,28,51,28,13,41,36,42,36,43,23,1,53,1,52,28,23,44,13,1.0
49,44,37,61,16,88,59,36,38,57,21,73,52,41,61,33,52,37,38,38,53,5,57,5,29,42,52,33,52,40,37,57,19,73,42,57,25,68,56,39,70,31,29,65,45,49,73,21,57,37,30,58,57,33,4,66,58,5,30,22,46,37,61,21,52,37,37,48,56,37,29,63,72,21,44,48,3,91,86,18,38,49,22,49,61,32,3,92,46,43,29,48,90,5,89,4,0,2,74,5,47,6,21,65,21,57,29,57,73,5,57,21,61,21,3,33,37,33,46,38,46,34,4,49,46,21,52,21,52,21,46,42,30,49,30,38,62,5,3,74,22,65,38,43,52,33,37,42,57,21,22,58,57,33,30,43,4,58,46,33,46,22,37,21,38,6,46,5,30,34,22,38,4,43,3,73,21,33,4,34,21,42,61,5,30,6,4,38,21,48,22,43,22,6,29,37,37,37,38,22,3,65,3,57,22,22,52,5,0.0
41,55,34,61,22,89,64,36,35,59,24,70,43,53,69,25,43,41,36,41,43,6,54,5,31,52,42,25,42,52,34,59,23,70,37,58,29,68,50,51,82,20,31,63,39,56,83,11,54,41,31,59,55,26,3,64,55,6,32,12,38,40,69,11,42,40,35,56,54,40,31,62,83,11,38,55,3,91,87,10,36,56,25,56,69,25,3,92,39,53,31,56,90,5,89,5,1,3,84,5,39,6,24,63,24,59,31,59,83,5,54,11,69,12,3,25,35,25,39,41,39,26,4,57,38,11,42,11,43,12,38,52,32,56,32,41,70,6,3,71,24,63,36,53,43,26,35,52,55,12,24,59,54,25,32,53,3,60,38,25,39,12,35,11,36,6,38,5,32,26,25,41,4,53,3,70,24,25,4,26,24,52,69,5,32,6,4,41,24,56,25,53,25,6,31,40,35,40,36,12,3,63,3,59,25,12,42,5,1.0
41,54,25,71,17,89,71,32,28,63,18,76,43,50,75,19,44,38,31,38,44,1,57,0,21,51,43,19,43,50,28,64,17,76,32,59,19,75,52,49,88,15,20,73,35,56,91,3,57,37,21,64,57,20,3,74,58,1,22,4,36,37,75,3,43,37,30,58,56,37,21,72,91,3,35,56,3,91,94,0,31,58,19,58,75,18,3,92,37,52,21,58,95,0,94,0,1,0,92,0,37,1,18,73,18,64,21,64,91,0,57,3,75,3,3,19,30,19,37,38,37,20,4,59,36,3,43,3,44,4,36,51,22,58,22,38,76,0,3,77,18,73,31,52,44,20,30,51,57,4,18,64,57,19,22,52,3,65,36,19,37,4,30,3,31,1,36,0,22,20,19,38,4,52,3,76,18,19,4,20,18,51,75,0,22,1,4,38,18,58,19,52,19,1,21,37,30,37,31,4,3,73,3,64,19,4,43,0,1.0
43,55,37,57,10,95,65,27,37,57,15,80,48,46,67,22,48,32,38,32,49,2,63,1,36,46,49,24,47,46,38,56,14,80,38,56,34,75,59,40,74,19,36,59,39,55,79,11,61,31,36,57,61,24,0,59,64,1,36,15,39,31,70,13,48,31,38,56,61,29,35,58,80,12,39,56,0,95,92,8,38,56,15,56,68,22,0,95,39,46,36,56,94,0,93,1,0,0,81,0,39,2,15,59,15,57,36,57,80,1,63,14,69,12,0,24,38,24,39,32,39,25,0,56,39,14,49,14,48,15,39,46,36,56,36,32,71,0,0,80,15,59,38,46,48,25,38,46,62,14,15,57,62,23,36,46,0,57,39,24,39,15,38,14,38,2,39,1,36,25,15,32,0,46,0,80,15,24,0,25,15,46,70,1,36,2,0,32,15,56,15,46,15,2,36,31,38,31,38,15,0,59,0,57,15,15,49,1,1.0
49,48,25,80,10,84,66,31,29,65,10,83,51,43,67,26,52,33,30,33,52,6,61,6,12,43,51,27,50,43,28,63,10,83,38,61,10,82,59,41,74,25,12,81,42,52,77,17,61,33,12,65,61,27,9,83,62,6,13,18,42,33,68,18,51,33,29,51,61,32,10,81,77,18,42,51,10,85,88,15,29,52,11,52,68,27,9,85,42,43,12,51,89,6,89,6,9,5,77,6,43,6,10,82,10,65,11,64,77,6,61,18,68,17,10,27,29,27,43,33,43,27,9,53,42,18,51,18,52,18,42,43,12,52,13,33,68,6,9,84,11,82,29,43,52,27,29,43,62,18,11,65,61,27,12,43,9,66,42,27,43,18,29,18,30,6,42,6,13,27,12,33,9,44,10,83,11,27,10,27,11,43,68,6,13,6,10,34,11,52,11,43,12,6,12,33,29,33,30,18,10,82,10,65,12,18,51,6,1.0
37,58,28,68,25,80,62,41,30,66,26,70,40,54,66,30,41,44,30,44,41,1,51,0,26,54,40,29,40,54,29,65,25,69,36,64,26,69,49,51,78,26,27,69,36,59,82,14,52,43,27,66,52,30,13,69,52,1,27,14,36,43,65,13,40,43,29,58,51,43,26,68,81,12,36,58,12,82,94,10,30,59,26,59,64,29,13,83,37,55,26,58,95,1,94,0,10,0,82,1,37,1,25,68,25,65,26,65,81,0,51,13,66,14,12,29,29,29,37,44,37,30,13,59,36,13,40,13,41,14,36,54,27,59,27,44,66,1,13,70,26,69,30,55,41,30,29,54,52,14,26,66,51,29,27,55,13,66,36,29,37,14,29,13,30,1,36,0,27,30,26,44,13,55,12,69,25,29,13,30,25,54,65,0,27,1,13,44,25,58,26,55,26,1,26,43,29,43,30,14,12,68,12,65,26,14,40,0,1.0
46,50,37,55,16,88,57,40,39,54,20,72,48,48,63,31,48,42,40,42,48,7,53,6,33,47,47,31,47,47,38,54,20,72,42,53,27,68,52,46,78,25,32,60,44,51,81,13,53,42,33,56,54,32,5,62,54,7,34,14,43,41,63,13,47,41,39,51,53,41,32,60,81,13,43,50,3,90,86,10,40,51,22,52,63,31,3,91,44,48,33,51,89,6,88,6,2,4,82,7,44,7,21,61,21,55,33,55,81,6,53,13,64,14,4,31,39,31,44,42,44,32,5,52,43,13,47,13,48,14,43,47,34,52,34,42,64,7,4,74,22,61,40,48,48,32,39,47,54,14,22,56,53,31,34,48,5,56,43,31,44,14,39,13,40,7,43,6,34,32,22,42,5,48,4,73,21,31,5,32,21,47,63,6,34,7,5,42,21,51,22,48,22,7,33,41,39,41,40,14,4,61,4,55,22,14,47,6,1.0
48,39,24,70,3,90,71,15,31,59,5,86,51,34,76,14,54,21,33,25,57,3,70,3,18,38,56,18,54,33,28,59,6,86,41,52,12,85,61,30,79,13,16,75,44,44,82,12,66,19,18,61,70,16,2,77,71,3,19,13,48,24,75,10,56,24,30,44,66,22,16,76,81,10,43,41,0,92,89,9,31,46,6,46,74,14,0,93,45,36,17,46,92,3,91,2,0,1,83,3,49,3,6,76,6,61,16,61,82,2,69,12,76,12,2,18,33,18,46,23,48,18,2,47,48,12,56,12,56,12,48,35,18,46,19,25,77,3,1,89,6,75,32,38,56,16,33,37,70,12,6,61,68,18,19,38,2,62,48,18,48,12,33,12,34,4,48,3,19,19,7,25,3,39,2,88,6,18,3,19,6,38,76,2,19,4,3,25,6,46,7,38,7,4,18,24,33,24,33,13,2,76,2,61,7,13,56,3,1.0
39,61,29,69,23,84,62,34,31,65,24,70,43,53,68,25,43,39,31,39,43,3,56,2,25,52,42,25,41,51,29,64,24,70,31,63,25,69,52,49,76,20,26,69,33,63,80,15,55,39,26,65,57,27,7,70,57,3,26,16,31,37,68,15,41,37,29,62,55,37,25,69,79,14,31,61,6,88,90,12,31,63,25,63,67,25,6,89,33,53,25,62,93,3,92,2,2,0,80,3,33,3,24,69,24,64,25,64,79,2,56,15,69,16,6,26,30,26,33,39,33,27,7,63,32,15,42,15,43,16,31,51,26,63,26,39,69,3,7,71,25,70,31,53,43,27,29,52,57,16,25,65,56,25,26,53,7,65,32,25,33,16,30,15,31,3,32,2,26,27,25,39,7,53,6,70,24,26,7,27,24,52,68,2,26,3,7,39,24,62,25,53,25,3,25,38,29,38,31,16,6,69,6,64,25,16,42,2,0.0
41,55,37,61,19,87,65,38,38,58,24,72,43,53,68,26,43,43,38,43,43,9,52,8,32,52,42,26,41,52,37,57,22,71,39,57,31,67,48,51,74,23,33,63,40,56,77,17,52,43,33,58,52,27,6,63,53,9,33,18,39,42,68,17,42,42,37,55,51,41,32,61,76,16,39,55,5,89,83,14,38,56,24,56,67,25,6,90,40,53,32,55,87,8,86,7,3,5,78,8,40,9,23,62,23,57,32,57,77,8,52,17,68,17,5,26,37,26,40,43,40,27,6,56,39,17,42,17,43,18,39,52,33,56,33,43,69,8,6,72,24,63,38,53,43,27,37,52,52,18,24,58,52,26,33,53,6,58,39,26,40,18,37,17,38,9,39,8,33,27,24,43,6,53,5,71,23,26,6,27,23,52,68,8,33,9,6,43,23,55,24,53,24,9,32,42,37,42,38,18,5,62,5,57,24,18,42,8,0.0
51,36,27,67,2,91,64,31,31,58,5,88,55,34,69,23,55,32,34,33,57,3,61,3,21,38,56,25,55,34,32,59,4,89,42,53,15,86,59,33,76,20,19,73,46,41,80,14,59,32,19,61,61,24,3,74,62,3,21,15,50,33,69,14,56,32,33,44,61,32,20,72,80,12,46,42,2,92,89,10,32,42,6,45,67,25,1,93,49,36,21,44,92,3,91,3,1,1,81,3,51,3,5,73,5,60,21,60,80,3,61,14,69,14,2,25,34,25,49,33,50,25,3,45,50,14,56,14,56,14,49,37,20,45,21,34,70,3,3,90,6,74,34,37,56,24,34,38,61,14,6,61,61,25,21,39,3,61,50,25,50,14,34,14,35,3,50,3,21,26,6,34,3,39,2,89,5,25,3,26,5,38,69,3,22,4,3,34,5,44,6,39,6,4,21,33,34,33,34,14,2,73,2,60,6,15,56,3,1.0
44,50,29,66,8,89,63,29,33,61,12,82,48,42,67,24,51,35,34,36,51,1,59,0,23,44,50,25,48,43,33,58,10,82,40,57,18,78,53,38,78,19,23,71,40,52,83,9,58,33,24,62,59,26,4,72,60,1,24,12,42,35,69,11,49,35,33,52,57,33,20,69,83,10,41,52,3,91,94,6,33,53,13,53,68,23,3,92,42,44,23,52,95,0,94,0,1,0,84,0,43,1,11,71,12,61,23,60,83,0,59,11,69,11,3,25,33,25,43,36,43,26,4,53,42,11,50,11,51,12,42,44,24,53,24,36,70,0,4,83,13,72,34,45,51,26,33,44,59,12,13,62,59,24,24,45,4,62,42,25,43,12,33,11,34,1,42,0,24,26,13,36,4,45,3,82,12,25,4,26,12,44,69,0,24,1,4,36,12,52,13,45,13,1,23,35,33,35,34,12,3,71,3,61,13,12,50,0,1.0
50,45,43,56,22,92,61,42,45,50,24,70,50,45,62,33,51,44,45,44,51,7,51,6,36,44,50,32,50,44,44,50,24,70,49,49,34,68,50,44,66,31,36,58,50,46,68,26,52,43,37,51,52,33,2,59,52,7,37,27,49,43,62,26,50,43,44,45,51,43,36,58,68,26,49,45,1,93,86,24,45,46,25,46,62,32,1,94,50,45,36,45,89,6,88,6,0,4,69,6,50,7,24,58,24,50,36,50,68,6,51,26,62,27,1,32,44,32,50,44,50,33,2,46,49,26,50,26,51,27,49,44,37,46,37,44,63,7,1,71,25,58,45,45,51,33,44,44,52,27,25,51,51,32,37,45,2,51,49,32,50,27,44,26,45,7,49,6,37,33,25,44,2,45,1,70,24,32,2,33,24,44,62,6,37,7,2,44,24,45,25,45,25,7,36,43,44,43,45,27,1,58,1,50,25,27,50,6,1.0
49,49,30,62,16,86,66,32,33,60,19,74,51,45,67,28,51,35,34,35,51,2,60,1,29,44,50,27,49,44,32,59,20,74,39,58,26,70,58,43,70,26,28,64,43,52,71,23,61,35,30,61,61,28,5,66,61,2,30,24,42,34,67,23,50,34,33,52,60,33,27,65,71,23,42,51,5,89,92,22,34,53,21,53,67,27,5,90,43,45,29,52,94,1,93,1,2,0,72,1,43,2,20,65,20,61,29,61,71,1,60,23,67,24,5,27,33,27,43,35,43,28,6,53,42,23,50,23,51,24,42,44,30,53,30,35,68,2,5,75,20,65,34,45,51,28,33,44,61,24,21,61,60,27,30,45,6,62,42,27,43,24,33,23,34,2,42,1,30,28,21,35,6,45,5,74,20,27,6,28,20,44,67,1,30,2,6,35,20,52,21,45,21,2,29,34,33,34,34,24,5,65,5,61,21,24,50,1,1.0
50,44,37,59,11,90,62,36,39,53,15,79,52,42,64,32,53,39,41,39,53,2,56,1,30,42,52,31,52,40,38,53,15,78,42,51,25,75,54,40,78,30,29,64,46,47,80,15,57,38,30,54,57,32,3,65,57,2,31,15,46,38,63,14,52,38,38,48,56,38,29,64,80,14,44,46,2,91,92,12,40,48,15,48,63,31,3,92,47,42,30,48,94,1,93,1,2,0,81,2,47,2,15,64,15,54,30,54,80,1,56,14,64,15,3,31,40,31,47,39,47,32,3,49,46,14,52,14,53,15,46,40,30,48,31,39,64,2,3,80,15,64,41,42,53,32,40,42,57,15,15,54,56,31,31,42,3,55,46,31,47,15,40,14,41,2,46,1,31,32,16,39,4,43,3,79,15,31,4,32,15,42,63,1,31,2,4,39,15,48,16,42,16,2,30,38,40,38,41,15,3,64,3,54,16,15,52,1,1.0
40,57,29,65,12,84,57,39,31,60,14,78,44,51,64,30,44,43,33,43,45,1,52,0,26,50,44,31,43,49,30,62,15,78,33,59,23,74,49,46,90,25,24,66,36,58,92,3,51,42,26,61,53,31,9,69,53,1,27,3,35,42,63,2,44,42,31,59,52,41,26,67,92,2,34,57,8,86,94,0,33,59,17,60,63,31,8,87,36,51,26,59,95,0,94,0,6,0,93,1,36,1,16,68,16,62,26,62,92,0,52,2,64,3,8,31,32,31,36,43,36,32,9,60,35,2,44,2,45,3,35,49,27,59,27,43,64,1,8,79,15,68,33,51,45,32,32,50,53,3,16,63,52,31,27,51,9,63,35,31,36,3,32,2,33,1,35,0,27,32,17,43,9,51,8,78,16,31,9,32,16,50,63,0,27,1,9,43,16,59,17,51,17,1,26,42,32,42,33,3,8,68,8,62,17,3,44,0,1.0
43,54,27,66,7,93,69,23,29,61,11,82,48,43,75,16,49,31,31,31,50,2,64,1,23,45,49,19,47,45,29,64,11,81,32,61,18,75,57,39,87,13,20,69,34,57,89,4,61,29,22,63,64,19,1,72,65,2,24,5,36,30,75,4,48,30,30,58,61,28,23,69,90,4,36,57,1,94,92,1,29,57,13,59,75,16,1,94,37,44,23,58,94,0,93,1,0,0,91,2,37,2,13,71,13,64,23,64,90,1,64,4,76,4,1,19,30,19,37,31,37,20,1,59,36,4,49,4,50,5,36,45,22,58,24,31,76,2,1,82,12,72,31,44,50,20,30,45,65,5,13,65,64,18,24,45,1,65,36,19,37,5,30,4,31,2,36,1,24,20,14,31,1,46,1,81,13,19,1,20,13,45,75,1,24,2,1,31,13,58,14,46,14,2,23,30,30,30,31,5,1,71,1,64,14,5,49,1,1.0
56,35,41,62,12,90,60,33,45,47,14,80,57,34,60,33,58,33,46,34,59,3,60,3,28,36,58,33,58,35,45,48,15,79,55,43,24,77,59,34,62,32,27,66,55,36,64,29,60,33,27,48,60,33,3,67,61,3,28,30,57,34,61,30,58,34,45,37,59,34,28,66,64,30,56,36,2,92,89,28,45,36,14,38,61,32,3,92,56,35,28,37,92,3,91,3,1,1,65,3,58,3,15,66,15,48,28,48,64,3,60,30,61,30,3,33,46,33,57,34,57,33,3,38,57,30,58,30,58,30,57,35,27,37,28,34,62,3,3,80,14,67,46,35,58,33,46,36,60,30,14,49,60,33,28,36,3,49,57,33,57,30,46,30,47,3,57,3,28,33,14,35,3,37,3,80,15,33,3,34,15,36,61,3,29,3,3,35,15,37,14,37,15,4,28,34,46,34,46,30,3,66,3,48,14,31,58,3,1.0
49,52,29,68,21,77,59,37,30,66,22,74,50,45,61,34,50,40,30,40,51,2,55,2,25,44,50,34,50,44,29,65,21,73,34,65,24,73,53,43,72,33,26,70,39,57,73,22,55,39,26,66,56,34,15,70,56,2,26,22,38,39,60,22,50,39,29,56,55,39,25,69,73,22,38,56,14,80,91,21,30,57,22,57,60,34,15,81,39,45,25,56,93,2,93,2,11,0,73,2,39,2,21,69,21,65,25,65,73,2,55,22,61,22,14,34,29,34,39,40,39,35,15,57,38,22,50,22,51,22,38,44,26,57,26,40,61,2,15,74,22,70,30,45,51,35,29,44,56,22,22,66,55,34,26,45,15,66,38,34,39,22,29,22,30,2,38,2,26,35,22,40,15,45,14,73,21,34,15,35,21,44,60,2,26,2,15,40,21,56,22,45,22,2,25,39,29,39,30,22,14,69,14,65,22,22,50,2,1.0
53,40,12,84,0,94,86,13,17,75,0,94,60,30,89,6,61,19,20,19,61,1,76,0,7,34,60,5,59,32,19,72,0,94,38,68,4,94,71,27,94,2,7,87,42,46,94,0,77,18,7,75,77,6,0,88,77,1,8,1,46,18,89,0,60,18,19,48,76,17,4,87,94,0,44,48,0,94,94,0,18,48,0,48,89,5,0,95,47,33,7,48,95,0,94,0,0,0,95,0,47,1,0,87,0,75,7,75,94,0,76,0,89,1,0,5,19,5,47,19,47,6,0,49,46,0,60,0,61,1,46,34,7,48,8,19,90,1,0,95,0,87,20,34,61,6,19,34,77,1,0,75,76,5,8,34,0,76,46,5,47,1,19,0,20,1,46,0,8,6,1,19,1,35,0,94,0,5,1,6,0,34,89,0,8,1,1,19,0,48,1,34,1,1,7,18,19,18,20,1,0,87,0,75,1,1,60,0,1.0
55,40,40,58,14,94,61,35,42,52,17,77,57,37,63,31,57,37,43,37,57,5,58,4,33,38,56,31,55,38,42,52,17,77,48,50,30,74,57,37,67,29,33,61,50,43,73,21,58,37,33,53,58,32,1,62,59,5,34,22,51,36,63,21,56,36,42,43,58,35,33,61,73,20,51,43,0,94,88,15,42,43,18,44,62,31,0,95,52,38,33,43,91,4,90,4,0,2,74,4,52,5,17,61,17,52,33,52,73,4,58,21,63,21,0,31,42,31,52,37,52,32,1,44,51,21,56,21,57,22,51,38,33,44,34,37,64,4,0,78,18,61,43,38,57,32,42,38,58,22,18,53,58,31,34,39,1,53,51,31,52,22,42,21,43,5,51,4,34,32,18,37,1,39,0,77,17,31,1,32,17,38,63,4,34,5,1,37,17,43,18,39,18,5,33,36,42,36,43,22,0,61,0,52,18,22,56,4,1.0
56,40,32,66,23,88,66,29,34,62,25,71,60,33,67,28,61,31,34,31,61,7,64,6,28,34,59,26,59,33,33,61,24,70,44,60,28,69,63,30,67,26,29,67,48,46,69,25,65,30,29,62,65,28,4,67,65,7,29,26,48,30,67,24,59,29,33,45,63,29,28,66,68,24,48,45,3,91,84,23,34,46,25,46,66,26,4,92,50,35,28,45,89,6,88,5,0,2,70,6,50,7,24,66,24,61,28,61,69,6,64,24,67,26,3,27,33,27,50,31,50,28,4,46,49,25,60,24,61,26,48,34,29,46,29,31,68,7,4,71,25,67,34,35,61,28,33,34,65,26,25,62,63,26,29,35,4,62,48,27,50,26,33,25,34,7,49,6,29,28,25,31,4,35,3,70,24,27,4,28,24,34,67,6,29,7,4,31,24,45,25,35,25,7,28,30,33,30,34,26,3,66,3,61,25,26,60,6,1.0
36,55,19,76,11,85,72,27,23,72,14,81,39,50,77,16,43,35,24,36,43,1,59,0,17,52,42,17,41,50,23,71,13,80,33,67,16,77,51,46,91,12,18,77,34,58,92,2,58,32,18,72,59,18,8,78,60,1,18,3,36,35,77,2,42,34,23,58,58,34,17,76,92,2,34,58,7,87,94,1,23,59,15,59,77,16,8,88,36,52,17,58,95,0,94,0,5,0,93,0,37,1,14,77,14,71,17,71,92,0,59,2,77,2,7,17,23,17,37,35,37,18,8,59,36,2,42,2,43,3,35,52,18,59,18,36,78,0,8,81,15,78,23,53,43,18,23,52,59,3,15,72,59,17,18,53,8,72,36,17,37,3,23,2,24,1,36,0,18,18,15,36,8,53,7,80,14,17,8,18,14,52,77,0,18,1,8,36,14,58,15,53,15,1,17,35,23,35,24,3,7,77,7,71,15,3,42,0,1.0
